Allowed,D.z
1,-1.3688330802218016
1,0.49090898564107754
1,NA
NA,NA
1,0.12929897504797686
NA,NA
1,1.5312358301844984
1,-0.002953948678835713
NA,NA
1,0.7254414776839604
NA,NA
NA,-0.017122177704665596
1,NA
1,0.6145303171158193
NA,NA
1,-0.9982793969229372
NA,NA
NA,NA
1,0.9625880301330471
0,1.1744170828522655
NA,NA
1,-1.7546440193103716
NA,0.8661590257320175
1,-1.1317341081033283
NA,NA
NA,NA
1,0.23841630410111994
1,0.18695663496625958
NA,2.2985016177340998
NA,NA
1,0.19878855188044078
NA,NA
NA,NA
1,1.3567342128321336
NA,-2.180837654278785
NA,NA
NA,NA
1,0.20504420684160896
1,-0.43447389801345654
1,-0.4960443642712072
1,-0.3806830476337002
NA,NA
1,-0.37810860019942233
1,0.016349747612965357
1,1.2366499308091494
1,-1.8161591295799946
NA,-2.3551923888645705
1,0.08245387610876524
1,2.007052175542975
1,0.6494069834626931
1,NA
1,0.05838218664445978
NA,NA
1,1.021268556014967
NA,NA
NA,1.0552308020583971
1,-0.9810162046609453
NA,NA
1,0.49368684040043215
1,0.7322149357943154
1,-0.43023591932852845
1,2.052355687581077
NA,NA
NA,NA
1,-1.3082430244038352
1,0.28279216003360197
1,-0.38921497810587086
1,-0.1742528674237426
1,0.2688047213322286
1,-1.7319309731487285
NA,NA
1,-0.5705707300191871
1,-0.09269111943420526
1,NA
1,-0.6372855926512043
1,-1.0190944493514857
NA,NA
NA,NA
NA,0.8129005696978858
NA,NA
1,-0.9266354317643796
1,1.1904261247003272
NA,1.3286174714436174
1,1.4028851508420372
NA,1.8643023106923904
NA,NA
0,NA
1,NA
NA,NA
1,-1.6545588782542457
1,0.6807935240375271
1,-0.7452055530061649
1,-0.7375802927179972
1,-1.322798128940789
NA,NA
1,2.3325997429517513
0,2.0032892609248174
0,1.4371871459824528
1,-2.6441707832069916
1,NA
1,-0.6101141740158846
1,0.9300430867556237
NA,NA
1,-0.7825885536667816
1,-0.494406204768432
1,-1.1212604965473207
1,1.9725422525798502
1,2.409950240777245
NA,1.3820712149012668
1,0.06923670862148529
1,-0.8050426040476204
1,0.6216296652438474
1,-1.3260664104391418
1,0.14925323460404283
NA,NA
1,-0.09205482934045874
NA,NA
NA,NA
NA,NA
1,-1.2617818540661985
0,0.28305890862249933
1,-1.3657875323853133
1,-0.8813335037650297
NA,NA
NA,NA
1,-2.326600570179259
1,-0.9667929707802279
1,-0.20056415645610073
NA,NA
1,0.0073455526535195865
1,-1.8790622728276565
1,1.2162585881171653
1,-0.12588274419796974
1,0.32426499009870074
1,-0.9203619015258797
NA,NA
NA,NA
1,-1.4231012739788789
1,-1.6522293345574335
1,0.1391458194591881
1,-1.2173022213780151
1,-0.5193747327858264
1,-0.8155976916107487
1,-1.0864793738486007
1,1.6207702801661497
NA,NA
1,-1.3977003084501638
NA,NA
1,-0.43276977121121596
1,-0.9430217674776036
NA,NA
1,0.6212331068165359
NA,-0.3690422253879916
NA,NA
1,-0.550643669262521
NA,NA
NA,1.0713894571485891
1,-1.2032560599857143
1,1.4523816339870497
NA,NA
0,0.9186151345861951
1,NA
0,1.3807009793914742
NA,NA
1,-1.0075101014517953
NA,0.9317605149540747
NA,NA
1,NA
1,0.9306940501616013
1,NA
1,0.653061928077501
1,1.1096047724138405
1,-0.5138900438698377
NA,NA
NA,0.29755214498885124
NA,NA
0,1.3250637640749259
1,1.7644499817144108
1,-0.8380199385853898
1,-0.6860795071665071
1,0.0640455963858028
1,-0.13867457067550185
1,NA
1,-0.32206127815192803
NA,1.147270129396474
1,-1.2714584231497679
NA,1.2629256340238202
1,-1.0615972052939053
NA,NA
1,NA
1,0.6282744437033142
1,-0.10434268769023833
1,0.4208275049065812
NA,NA
NA,NA
NA,1.6306582549754565
NA,NA
1,-0.23588658653472178
NA,-0.38240574361682006
0,0.909525808399912
1,0.11099210820180885
NA,0.17221704837644744
NA,-1.0721050167334125
1,-0.5978386346657881
1,-2.5884901942802765
NA,NA
NA,NA
NA,NA
1,0.8738561499291103
1,0.8044527962245538
1,-0.534504008292875
1,NA
NA,NA
1,-1.275638095359197
0,1.4319445374999926
1,0.7879618653503123
1,0.3777610499316791
1,-0.3198061703280816
NA,NA
1,-0.1397289595711833
1,0.07845786595195743
1,-0.94840587442074
1,-0.1958416534304163
1,-1.8081297834004546
1,-0.4117973250461083
1,0.1335547864076103
1,-0.12560339343651375
1,0.3440353840647674
1,NA
1,-0.31216051928577054
1,-0.8389058890798988
1,-0.2671231844360624
NA,NA
1,-0.738469756696016
1,0.5887192275796739
1,1.4478541796774886
NA,NA
NA,0.7756573677622414
1,0.6050479599066005
0,0.9115126184597143
1,NA
NA,NA
NA,0.3441388528958897
NA,NA
0,2.118645605265838
1,-0.8043778204525303
0,1.2344695623323791
NA,NA
NA,1.8440397502353254
1,-2.206505667926685
1,0.8907698867242935
1,NA
1,-1.4041250738328468
NA,NA
1,0.0919374909711798
NA,NA
NA,0.9400612773681466
NA,NA
1,-0.31275179710824824
1,0.9418879504496863
1,-1.0900496514610405
1,0.299652424393187
1,-0.21512548781390703
1,NA
NA,NA
NA,NA
1,-1.105087862373955
NA,NA
NA,NA
1,NA
1,0.20459856194327844
1,-0.19078472510005848
1,NA
1,-1.311900751801474
NA,NA
1,-0.11200748362871181
1,-0.2405152867118869
0,0.9292744267628595
1,-0.2343488132753166
NA,0.6104994738252203
NA,NA
1,NA
1,0.8845551519080314
1,-1.5435555651028874
1,1.9232297809050987
1,-0.8997942361077073
1,-0.8263817775489238
1,-0.8100311590227607
1,0.7120206486430283
1,-0.1873657147734221
1,0.2702569507725455
1,0.5136806214928846
1,-0.4482935730935611
1,1.3183919512166242
1,0.9880982213091166
NA,NA
NA,NA
1,0.0433128586000375
0,0.07151126980958104
0,1.6852090352879994
NA,NA
1,-0.259768731587976
1,-1.0039843941800835
NA,NA
1,-1.6316133334826826
1,NA
1,-0.3969462834620059
1,-1.0611486161599704
NA,NA
1,-0.7595859515862828
1,0.29316833776653173
NA,NA
1,0.9488882596445839
NA,-0.772101872440932
1,0.027214066210169207
1,NA
NA,0.16396779813307089
1,-0.40443931194913874
NA,NA
1,NA
NA,-0.1866734878141697
1,0.27298139679897243
1,-0.09004367042428821
1,0.29245222406347754
1,NA
1,0.9862452678907906
1,0.4540224618055063
1,2.369735614731637
NA,NA
1,2.0003064157919406
0,NA
1,-0.6632112682734556
NA,NA
1,-1.0562790020710264
1,0.08321954391000345
1,-0.8616083534892043
NA,-1.1279820057181376
NA,-0.18725588614939317
1,0.26178284546962927
1,0.04131714130327293
1,-0.18148380135272707
0,NA
NA,NA
1,0.8354297300480287
NA,NA
1,-1.029925753638905
1,1.8455847126589997
1,NA
1,-0.20060100424782487
NA,NA
NA,NA
0,1.8020448834720608
NA,0.765600085119243
1,-0.6145143711867062
NA,NA
1,NA
1,-1.5555691242643126
1,-0.17628658956162901
NA,NA
NA,NA
1,-1.1419443197215655
1,1.2729911621912149
1,-1.5340866658047276
1,0.4081593435723912
NA,1.3657030153418532
1,-0.2770087324712752
1,-0.48364021044860545
NA,NA
NA,NA
1,NA
1,-1.365866754418021
NA,-0.30973375022416105
0,0.8755013747290821
NA,NA
1,0.40664667845058644
1,-1.0339515494545928
1,1.5617707448290232
NA,NA
1,-1.4785267612773256
1,NA
1,-1.0206079720274892
NA,0.1266583361495886
1,-1.1998907696583048
1,-0.010791908204090303
NA,NA
NA,NA
NA,NA
1,0.9218856827784516
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
1,NA
1,1.047016478806626
NA,NA
1,-1.4405506338909022
1,0.4534693637506394
NA,NA
1,0.1396301981828744
1,NA
NA,NA
1,-2.309930319446645
0,-0.0027180273069090286
1,0.14060093045211747
1,0.11028608535203335
1,-0.2929920529274474
NA,NA
NA,NA
1,-0.14589440659824857
1,-2.5857343530120893
1,0.1420936378828197
1,-0.7282299557243308
1,NA
1,-0.38189678305310126
1,1.014299777383887
1,-1.5395024586299277
1,0.4969608701556409
1,-0.8631129947477256
NA,-1.0257910753543606
1,-1.6488252937706893
1,NA
1,-0.545840660534859
1,1.0435275800100363
1,-2.0927794366324686
1,-1.0267702714170706
1,0.9346740486387154
1,-2.377116170009022
1,-0.2849393351846797
NA,NA
1,-1.7573970698051193
1,0.19828741329088148
1,-0.49333228751642716
1,-0.33413158578746976
1,NA
1,-0.7592333698214637
NA,NA
1,0.5019741416783542
1,-0.7813789557961042
NA,-0.7888536412741245
1,-1.3445680091017462
1,0.987590209294599
1,-0.5811508071502947
1,NA
1,-0.9539749694619611
1,-1.3146189527174583
1,-0.34147429957225545
1,0.12042960184178654
1,-1.1537235346389276
1,-0.2950511738132947
NA,NA
1,-0.4108794788671859
NA,-0.9528565791799553
1,0.7546888788156284
NA,0.9287341274873555
1,-0.12210275055056535
NA,NA
1,-0.1868030864931824
NA,NA
1,0.16748536899316668
1,-0.07187984952746178
1,-0.5701345137198676
1,-1.5156637528748689
1,9.185724852763442e-5
NA,NA
1,-0.02544089710353924
1,-0.9023846120586001
NA,NA
NA,0.36888114921748105
1,0.7819065346850453
NA,NA
NA,NA
NA,0.15341516850484319
NA,0.9799872103412426
1,1.8549413886881678
1,0.11136138591045347
NA,NA
1,-0.5627014659605784
1,NA
1,0.4654879488171042
NA,NA
1,-0.40788596659195636
1,-0.8624993265700017
NA,1.356676798770516
1,-0.7926919600637883
NA,NA
NA,NA
1,0.4136696743254195
1,-2.8572776031223426
NA,NA
1,NA
NA,NA
1,0.05130328096553481
1,0.20660977705679212
1,0.5609673687214
1,NA
NA,NA
1,1.247041629480612
NA,NA
1,1.56955923564033
NA,NA
NA,-0.2204808503655172
1,-3.71162124195446
1,-0.4729310326983214
1,0.9118300662694957
1,0.49424011653423966
NA,NA
NA,NA
1,1.7053144736452908
1,-2.2099455408336035
1,0.18447546073689342
1,-0.9788200489865534
NA,NA
NA,NA
NA,-0.9265138712478804
1,0.40139965825872226
NA,0.6753271340641612
1,1.1608515242848632
NA,NA
1,0.021598749205220993
NA,NA
1,0.8707948601757058
1,NA
1,-0.22464596937213277
NA,NA
NA,NA
1,-0.9096134921093081
1,0.21585528046614835
NA,-0.38516656928830123
1,0.4332325911364174
1,-1.1880156550967251
1,0.4643935031022914
NA,NA
1,8.472786941266335e-4
1,-1.2958224322510963
1,0.10544960355641572
1,-1.0454563399310441
0,1.0693694415231851
1,-0.021613338721886165
NA,NA
1,-1.9779828707009584
1,1.560606397801868
1,0.8756746625768594
NA,NA
1,-1.498714079653109
NA,NA
1,-1.808796805134474
1,-1.9125068597465391
NA,NA
NA,NA
1,-0.06245269511466147
0,0.4170914417867785
NA,NA
NA,NA
1,-1.4023690313912374
1,0.6549277201660848
NA,0.32746356433791374
1,-0.0012005273089235222
1,-1.4607771934498148
1,1.2133552484116432
NA,NA
1,1.7441959953237283
1,-1.9428360890243688
1,0.07480481939810821
1,-0.6311184125911767
NA,NA
1,NA
1,NA
NA,NA
1,0.22404834637861365
NA,NA
NA,0.5628180734311716
NA,NA
1,-1.0921918662633685
NA,NA
NA,NA
NA,1.01535652199303
1,-0.009942772446877787
1,0.6925928584077885
1,0.5001798493734368
1,1.1051601952956782
0,2.2223694604367146
1,1.6620580701398056
1,0.6144823730313163
NA,0.38914763420623466
1,-0.5496823025079108
NA,NA
1,-1.5266561844750128
1,-1.1272006013810543
1,-1.1335871919452696
1,0.31420418399098904
NA,NA
1,-0.960786199973078
NA,NA
1,-0.3865715032331786
NA,NA
1,-0.260522876778115
0,NA
1,NA
NA,NA
1,-0.4455129463671347
NA,NA
1,1.423402006555487
1,NA
NA,NA
0,1.06680760993611
NA,NA
1,-1.3503894467711173
1,2.048754474625307
1,0.9902870504657924
1,0.12743943216221945
1,0.30305709743904635
0,-0.14053276391305328
1,-1.1935668912242647
1,-0.9118001078426247
1,-0.6555049551689622
1,NA
NA,1.2554990395062844
1,1.3741483399563794
NA,-0.5063437724960662
0,0.24803854056762903
1,0.3075444255156041
NA,NA
NA,NA
NA,NA
1,0.21031392115430908
1,NA
1,-0.7924236098010198
1,0.06564860005214403
NA,NA
1,1.1413368636266397
1,0.62450057171505
1,0.11999331778351836
NA,NA
1,-0.014014100756923192
1,NA
NA,NA
NA,NA
NA,NA
1,1.3967726998515506
1,-3.159121700965869
1,0.8827794496399574
1,-0.7287419423927924
NA,NA
1,-0.0062798559523741275
NA,NA
1,1.9231136490608765
NA,NA
NA,NA
1,0.8693071593541322
1,0.23618839287502716
1,0.6423122377885694
1,0.5294078314260997
NA,NA
1,0.6517140574954704
NA,NA
NA,NA
1,0.5891993148200709
NA,NA
NA,NA
1,0.48920394948165075
NA,NA
1,0.7154880874451112
1,-2.1297049687476526
1,-0.5987746160669212
1,-1.3609299295073312
NA,0.14050122109867472
1,-0.18674514410251453
NA,NA
1,1.5967341360467628
NA,NA
1,0.5301309886931044
1,0.5264615898633401
0,-0.3805994050668112
NA,NA
1,-0.48264569947574365
1,0.6892846801444601
NA,NA
1,NA
1,NA
NA,NA
1,0.9679964000413233
NA,NA
1,0.5420467683940969
NA,NA
1,-0.5830333130084441
1,0.048097704646429526
1,0.90069179372233
NA,NA
1,-0.41675687933537503
0,0.1914482714481192
NA,NA
1,-1.0168822106227278
1,NA
1,0.5119316139474934
1,0.05107186558056452
1,-0.4721392078068662
NA,NA
1,1.1801080884503026
1,1.0244665751130027
1,-0.4564632257434135
1,0.38039570662999306
1,1.3310962842705747
1,0.3033753885192016
1,-0.25129440168091266
NA,0.4097722310352128
1,0.38677222520674537
1,-0.028501114502652927
1,-0.976314837446092
1,0.005970350399905861
1,1.535563194124821
NA,NA
1,-0.3606254431577392
1,-0.23613210458290892
1,-1.1195243622395272
1,-2.0162680462001115
NA,NA
1,0.764446519060185
1,-0.4337519081551251
1,0.4983956228350416
NA,0.92151941907271
NA,0.4064119589811332
1,0.44522297894868196
1,NA
NA,NA
NA,NA
1,-0.41340547483035567
1,-1.570297622326913
1,1.4346411898062816
NA,NA
NA,NA
1,0.49381692774866437
NA,NA
1,-0.20488846786295511
1,-0.4424838080285981
NA,-0.6386690053195689
1,1.3602903366916583
NA,NA
1,-1.5803654131416027
1,0.7107938529664627
1,NA
NA,NA
1,NA
1,1.8859241782230722
1,0.3457378625862845
NA,NA
NA,NA
1,-0.9482407082141161
1,-0.15308692843149418
1,0.41026288253014265
1,-0.40867656676922104
1,-0.49262583977462227
1,-0.00942668635967516
1,-1.6515405749065553
1,-0.5886167976277228
NA,NA
NA,NA
1,NA
1,-1.9303423390560446
1,-0.1856114559674267
1,-0.9140503183306921
0,1.7310619113756525
1,0.6203302134487523
NA,-0.022367203555059785
1,-0.40069533936902263
1,-0.0510213187597058
1,NA
1,NA
1,1.6259199373655489
1,0.11621447115145081
1,0.09666805021421686
1,0.6387025433565557
1,-0.10939944599714885
1,0.14064630810208367
NA,NA
1,1.3859023700981925
1,NA
1,-1.394849993555647
1,NA
0,0.3665592489579635
1,0.030244472832162424
1,1.081809331242926
1,1.2759124892251037
NA,NA
1,-0.19756257743862335
1,-2.347854815426099
NA,NA
NA,NA
1,0.7388849659721332
1,0.40130214958422733
NA,NA
1,NA
1,-1.7156969734422454
1,-0.17994573202209382
NA,NA
1,1.0723930524359069
1,0.5516079382411244
1,-0.8240825607296336
1,-0.7501550908626192
0,1.4991330063767396
1,-0.998065522945842
1,-0.5079151197520713
NA,NA
1,NA
NA,NA
1,0.41552052878711143
1,-1.0942871223265047
1,-1.2615948890357427
1,-1.4704083224676214
1,1.1932927447413553
1,0.48083889297984467
1,1.8121463922688845
1,-0.8237421873092294
NA,NA
1,1.5315405535048139
1,0.2536297289482729
1,0.6223824925451583
0,1.0226210293065348
1,0.5841338002501972
NA,NA
1,0.5742039241373711
1,-0.007084190544414924
NA,NA
NA,NA
1,0.8929484431435001
NA,NA
NA,NA
NA,NA
NA,1.233398173616911
1,-2.9533366895143414
NA,NA
NA,NA
NA,NA
NA,NA
1,0.24100342825134227
1,0.2140869837982851
1,-0.7034991895029737
1,0.8840827038458943
1,-0.4564969176041041
1,0.6908500999162721
1,-0.543013532161683
1,-1.140709689434754
1,NA
1,0.3450750105021969
1,0.7578331924995364
1,1.8540714607640187
1,0.7808375216746662
1,NA
1,-0.1201928925942587
NA,0.14824655483101887
1,-1.2720283375480477
1,0.1661221804917671
0,1.4309064861759124
1,0.5107172322391191
1,-2.0378775671517118
1,-0.4596136579731544
1,0.10182742376354185
1,0.8590365174103569
1,-0.6007418035243567
1,-0.767713588031286
1,1.116082842953701
1,0.9562433592465676
1,0.29829111677040077
1,1.2012050855172745
1,-0.5994643264963121
NA,NA
1,0.5348273305964442
1,0.6336323611691207
1,-0.5528234908345229
NA,NA
1,-2.0612305375525466
1,-0.9059836681465987
NA,0.44880191371777567
NA,NA
1,0.5580803029269757
NA,NA
NA,NA
1,-0.3069832290025458
0,NA
1,0.9302344297468449
NA,0.4409700109961462
1,0.8351738175068595
NA,0.33478988815057537
1,0.335083841943108
1,-0.0541755187857619
1,-1.8244840549604122
1,NA
NA,NA
NA,NA
1,-0.20679941963385542
1,-0.4110833514284999
NA,0.305849940015401
1,0.8313429368707566
1,0.34365227195457215
NA,NA
1,NA
1,NA
1,-0.2584615344803676
1,0.4443875589865966
NA,NA
1,0.6202764103628867
1,1.1672472532036884
NA,0.7337228135794259
1,-1.78856827889097
1,-1.326207987260493
1,1.1721638251549469
1,-0.9831399061710892
NA,NA
1,-1.9663476477919004
NA,NA
NA,NA
1,-0.29153961949173507
1,NA
0,0.04749215879006845
1,-1.3069681728960072
NA,NA
NA,-0.6587712931892264
NA,NA
1,-0.01692175571795372
1,0.6525186149403848
1,1.1744087512484898
1,0.44599894564437514
1,-1.7644023245597462
1,0.34483553196500877
1,-0.4284770464055971
0,NA
1,NA
1,-0.6379093776682189
1,-0.6932007879336379
1,0.3626794245529523
1,NA
1,0.5003643919128693
1,-0.6569678170250796
1,-0.01896924203727374
NA,0.2011377022395377
1,0.10434361163035191
NA,1.3525848965067442
1,1.3784805196423153
NA,NA
1,-0.5629183365471714
1,1.2041791044622245
1,NA
1,-0.10840777817853514
1,-0.4916681588879904
NA,NA
1,0.4002285658760626
NA,0.662841608688545
NA,0.5668631151182256
NA,NA
1,-2.672556291354971
1,0.20377537299269413
1,0.9087244749973242
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,1.0060802720508168
NA,-0.3404420704856484
1,2.4221282192041684
1,0.4621810151541715
1,-1.1967487939252124
NA,NA
1,-0.5473515135944876
NA,NA
NA,NA
NA,NA
1,0.6935624088691749
1,-1.1712382149203042
NA,NA
NA,NA
1,0.2736793929527057
1,-0.08039552273006798
1,1.156858759977266
NA,NA
1,0.2282039533638153
1,NA
1,0.36156381165224893
NA,NA
1,-0.29722071330227706
1,0.455631258023829
NA,0.989790628312406
NA,NA
0,1.648160927679119
1,-2.232747202019995
1,0.5218308992812528
NA,NA
NA,NA
1,0.7210270239107324
NA,NA
NA,NA
1,-1.0455214111153466
NA,NA
1,-0.9924616794293257
NA,NA
1,-0.5487115610615282
1,-0.4627906192265323
NA,-0.5135001774601627
1,0.10745932664381033
NA,NA
1,1.221096198015402
NA,NA
1,-1.1548761347168865
1,-1.2442519551311495
1,0.7699079599606915
1,NA
0,1.6775086317425452
1,1.0400010682217806
1,-0.8986355371359408
NA,2.0220770951951157
0,-0.4790019802886514
NA,NA
1,-1.5745627703172425
1,-0.890758899638605
NA,NA
1,1.6654825449807507
NA,NA
NA,1.1875219053335542
1,1.3521413801222402
1,0.9258868597524511
1,2.1598161738121306
1,0.22382753041050982
1,-0.9708224080020321
1,-0.1759480379513027
1,1.44815903489667
1,-1.0619860366688871
NA,NA
1,2.0630122905013843
NA,NA
NA,NA
NA,NA
0,1.8497310653827426
NA,-0.4792172876926532
NA,NA
1,-0.6550481502338221
1,0.4342598394565271
NA,NA
1,0.46838772327217754
NA,NA
1,1.0272999455068903
NA,1.309964866357543
NA,NA
NA,NA
0,0.0350475969960956
NA,-0.43592687277793696
NA,NA
1,0.9283499338810095
1,-0.9493501474130914
1,0.48069945528796215
1,-2.7199838740034434
1,-0.6209291615984331
0,0.5629363490640567
1,-0.013289728073853686
1,0.5093453941845519
1,-0.35626660639409785
1,1.4276001360798642
NA,0.6285565289134863
1,0.15670957575023511
1,-0.43551062860818296
NA,0.46699531463103156
NA,NA
NA,NA
1,0.5182509884778193
1,0.9566571995966666
NA,NA
NA,NA
NA,NA
1,-0.9380229513848635
1,-0.941922647867992
NA,NA
NA,NA
1,-1.465090917536587
1,1.038458963490763
1,0.5309987659843141
NA,1.1401833999050703
NA,NA
NA,-0.3123478342035913
1,1.7167847359015218
1,-1.1111921159246332
1,-0.7231813921292203
1,-0.9576619561340458
1,-1.0435688747288043
NA,0.9568085994047626
NA,-0.09208012464317064
1,-0.421987775487045
1,-0.01350024565612404
1,1.1327563933334326
1,0.7684789501780555
1,-0.22267980403781784
1,1.3983465380423892
1,-0.08685164548394142
1,0.5410205693262842
1,-0.3295924083386022
1,0.2986886958950564
NA,NA
NA,NA
1,0.21545189523325783
1,-1.1177694030478666
1,1.3796092983399204
0,-0.6605406439164899
NA,NA
1,1.9673024832661252
1,-1.8712669432874283
1,-1.0439025149591437
1,-0.7205389411864841
1,-0.5222828683195232
1,0.37598465303413453
1,-0.2609395648812654
NA,NA
1,1.0554693796069923
1,-0.007170543222719048
1,1.6182483622568995
1,NA
1,-0.4022659022906644
1,NA
NA,NA
1,-0.7645177186422732
1,NA
1,0.05406536663503715
NA,NA
NA,NA
1,-2.0438255605112947
NA,-0.398879502340677
1,1.8064933257254663
NA,NA
1,-1.1421574027540191
NA,NA
NA,NA
1,0.03974226736268136
1,-0.5676691537696666
1,0.8700679391244066
1,0.8802170532430216
1,0.786127416662782
1,-1.2192119001988244
1,NA
1,1.4904221406417535
1,-0.6871731737107283
1,NA
1,1.0430030263531709
1,1.515139980220671
1,-0.7670847415057584
1,NA
NA,NA
1,-0.48194862283980766
1,-0.031162859303561403
1,-0.9871852388632577
NA,NA
NA,NA
NA,-0.20200059239068993
NA,NA
1,0.6143997375626051
1,NA
NA,NA
1,0.13458752349330821
NA,NA
NA,1.2648505176040519
1,-0.572062717974881
NA,NA
1,1.19443055854522
1,-1.330603314361594
NA,NA
1,-0.0019148851501003064
NA,NA
1,-1.1710198107157748
0,-2.887043510870834
NA,NA
1,-0.03497857859271694
0,1.504969378041252
NA,NA
NA,NA
NA,NA
1,-0.9251010486631881
NA,NA
1,-0.7261447632179423
1,0.22337831775410155
1,0.23156285456461628
1,NA
1,NA
1,NA
NA,NA
1,-0.1475164359744631
1,0.3258582647335425
1,0.48834932370420137
1,NA
NA,NA
1,2.2300853148922553
NA,NA
1,1.0115872513226327
1,-0.4974580070351118
NA,1.876503910376496
NA,NA
1,-0.6267872992631079
1,0.7033656460239164
1,1.0145293545867033
1,0.5417280190627439
1,0.40610114025211635
NA,0.5443120360295834
1,-1.4073669302877472
1,-0.491726215685978
1,-0.7081984646172522
NA,NA
1,-0.6566697727059785
NA,NA
NA,NA
NA,NA
1,-0.5421969951382232
NA,NA
1,0.1531555234223861
1,-0.5342014517895698
1,0.9548778145102219
1,0.8804046782327153
NA,NA
1,0.24806604116624975
NA,NA
1,1.2746071009866637
NA,NA
NA,NA
0,NA
NA,NA
1,-0.8215662632548019
NA,-0.6937240449538566
1,-0.9037608546663884
NA,0.14342097220817357
NA,NA
NA,NA
NA,1.316910959663499
1,-1.7410917995998416
1,-0.38090338374148897
1,-0.35444770471936393
1,-0.9104392013186008
1,0.2570252652525307
1,-0.5317637536814721
1,-1.5950240954734685
1,0.09803529747960539
1,-0.3789142909632098
NA,0.8711555980796863
NA,NA
1,NA
1,NA
1,NA
1,0.402131429321743
1,-0.4324194636602907
1,1.195807932214328
0,0.19954723763707322
NA,0.7358978855227513
